Macro:  (0.67658902274383315, 0.51697797704455084, 0.56787024742262782, None)
              __label__FictionalCharacter       0.53      0.36      0.43      1943
                            __label__Film       0.69      0.59      0.64      4633
                    __label__FilmFestival       0.97      0.96      0.97       159
                            __label__Fish       0.55      0.07      0.12       756
              __label__FormerMunicipality       0.85      0.27      0.41       448
                          __label__Fungus       0.67      0.34      0.45       100
                            __label__Game       0.00      0.00      0.00        31
                  __label__GatedCommunity       0.58      0.15      0.24        46
                __label__GeologicalPeriod       0.00      0.00      0.00         1
                       __label__GivenName       0.57      0.20      0.30        20
                      __label__GolfCourse       0.88      0.75      0.81       242
                      __label__GolfPlayer       0.53      0.49      0.51       931
                  __label__GolfTournament       0.89      0.91      0.90       578
                __label__GovernmentAgency       0.96      0.90      0.93       443
               __label__GovernmentCabinet       0.37      0.54      0.43       114
__label__GovernmentalAdministrativeRegion       1.00      0.14      0.25        14
                           __label__Group       0.84      0.56      0.67       215
                      __label__HockeyClub       0.84      0.52      0.64       442
                      __label__HockeyTeam       0.86      0.61      0.71        79
                         __label__Holiday       0.74      0.51      0.60       234
                           __label__Horse       0.60      0.20      0.30        90
                        __label__Hospital       0.82      0.62      0.71       205
                           __label__Hotel       0.86      0.61      0.71        49
                          __label__Insect       0.99      0.97      0.98    102510
                      __label__Instrument       0.86      0.64      0.74      2256
__label__InternationalFootballLeagueEvent       0.91      0.92      0.92      1060
       __label__InternationalOrganisation       0.96      0.93      0.94      2392
                          __label__Island       0.77      0.61      0.68      5281
                      __label__Journalist       0.36      0.17      0.23       162
                           __label__Judge       0.00      0.00      0.00        32
                            __label__Lake       0.35      0.50      0.41       993
                        __label__Language       0.95      0.93      0.94     26027
                             __label__Law       0.80      0.49      0.61       158
                       __label__LegalCase       0.59      0.26      0.36        39
                         __label__Library       0.90      0.83      0.86       327
                      __label__Lighthouse       0.42      0.20      0.27        40
                            __label__List       0.89      0.83      0.86       133
                            __label__Lock       0.67      0.04      0.08        48
                      __label__Locomotive       0.62      0.43      0.51       165
                          __label__Mammal       0.69      0.44      0.54      4538
                           __label__Mayor       0.25      0.14      0.18        14
                        __label__Medician       0.33      0.09      0.14        11
        __label__MemberResistanceMovement       0.44      0.24      0.31       200
                    __label__MetroStation       0.59      0.29      0.38       445
                     __label__MicroRegion       0.00      0.00      0.00        13
                __label__MilitaryAircraft       0.51      0.38      0.43       501
                __label__MilitaryConflict       0.95      0.94      0.95     15001
                  __label__MilitaryPerson       0.68      0.50      0.58      1891
               __label__MilitaryStructure       0.67      0.68      0.68        63
                    __label__MilitaryUnit       0.89      0.80      0.84      1031
                 __label__MilitaryVehicle       0.66      0.37      0.48       286
                            __label__Mill       1.00      0.81      0.89        42
                         __label__Mineral       0.79      0.29      0.42       785
                         __label__Monarch       0.88      0.74      0.81      3068
                       __label__Monastery       0.63      0.42      0.50       184
                        __label__Monument       0.84      0.61      0.71        69
                          __label__Mosque       0.00      0.00      0.00         7
                       __label__MotorRace       0.88      0.62      0.72       206
                        __label__Mountain       0.64      0.39      0.49      1169
                    __label__MountainPass       0.57      0.13      0.21       129
                   __label__MountainRange       0.88      0.70      0.78      1697
          __label__MultiVolumePublication       0.86      0.80      0.83       215
                    __label__Municipality       0.78      0.82      0.80     70818
                          __label__Muscle       0.92      0.78      0.84        89
                          __label__Museum       0.89      0.84      0.87      1965
                   __label__MusicFestival       0.82      0.71      0.76       510
                      __label__MusicGenre       0.90      0.76      0.83      2574
                         __label__Musical       0.83      0.68      0.75       183
                   __label__MusicalArtist       0.51      0.66      0.58     15226
                     __label__MusicalWork       0.52      0.36      0.42       314
                            __label__Name       0.70      0.51      0.59      5011
     __label__NationalFootballLeagueEvent       0.93      0.90      0.92      2481
                           __label__Nerve       0.95      0.74      0.83        53
                       __label__Newspaper       0.95      0.88      0.91      1251
                     __label__NobleFamily       0.74      0.53      0.62       266
                    __label__OfficeHolder       0.77      0.67      0.72      4540
                   __label__OlympicResult       0.61      0.36      0.45       136
                        __label__Olympics       0.97      0.87      0.91      3407
                           __label__Opera       0.38      0.18      0.24        51
                    __label__Organisation       0.78      0.74      0.76      1784
                        __label__Painting       0.48      0.33      0.39       219
                          __label__Parish       0.64      0.48      0.55        81
                            __label__Park       0.45      0.22      0.29       277
            __label__PeriodicalLiterature       0.88      0.69      0.77      1209
                          __label__Person       0.51      0.54      0.52     10702
                     __label__Philosopher       0.86      0.78      0.82      1077
                            __label__Play       0.50      0.17      0.25         6
                            __label__Poem       0.88      0.70      0.78        10
                     __label__PokerPlayer       0.26      0.14      0.18        84
                  __label__PoliticalParty       0.78      0.75      0.76      2660
                      __label__Politician       0.55      0.49      0.52      5161
                            __label__Pope       0.98      0.95      0.96      1768
                  __label__PopulatedPlace       0.93      0.41      0.57      1401
                            __label__Port       0.96      0.35      0.52       144
                    __label__PowerStation       0.50      0.40      0.44        81
                       __label__Presenter       0.44      0.36      0.39       887
                       __label__President       0.72      0.60      0.66       912
                          __label__Priest       0.61      0.18      0.28        61
                   __label__PrimeMinister       0.56      0.32      0.41        44
                      __label__Profession       0.96      0.77      0.85       439
                       __label__Professor       0.40      0.21      0.27       189
                   __label__ProtectedArea       0.75      0.50      0.60       922
                         __label__Protein       0.00      0.00      0.00        14
                        __label__Province       0.91      0.87      0.89      6015
             __label__PublicTransitSystem       0.89      0.83      0.86      1288
                       __label__Publisher       0.90      0.81      0.85       289
                            __label__Race       1.00      0.96      0.98        57
                       __label__RaceTrack       0.88      0.82      0.85      1183
                    __label__RadioProgram       0.88      0.81      0.84       623
                    __label__RadioStation       0.94      0.81      0.87       671
                     __label__RailwayLine       0.89      0.77      0.83      2108
                  __label__RailwayStation       0.84      0.65      0.74      2343
                   __label__RailwayTunnel       0.42      0.12      0.19        42
                       __label__Rebellion       0.82      0.54      0.65        59
                    __label__RecordOffice       0.83      0.78      0.81        83
                         __label__Referee       1.00      0.10      0.18        30
                          __label__Region       0.93      0.91      0.92      4921
           __label__ReligiousOrganisation       0.90      0.87      0.89      1433
                         __label__Reptile       0.64      0.56      0.60      3650
                        __label__RestArea       0.98      0.83      0.90        72
                      __label__Restaurant       0.47      0.14      0.22        56
                           __label__River       0.61      0.82      0.70      4644
                            __label__Road       0.86      0.89      0.87      2375
                    __label__RoadJunction       0.88      0.67      0.76       166
                      __label__RoadTunnel       0.22      0.06      0.09       121
                          __label__Rocket       0.24      0.17      0.20        30
                    __label__RocketEngine       0.00      0.00      0.00         3
                   __label__RollerCoaster       0.38      0.11      0.17       106
                           __label__Saint       0.80      0.76      0.78      1287
                          __label__School       0.79      0.74      0.77       536
                       __label__Scientist       0.66      0.58      0.62      2945
                       __label__Sculpture       0.63      0.32      0.42       139
                             __label__Sea       0.97      0.89      0.93      2775
                      __label__Settlement       0.72      0.86      0.78    101286
                            __label__Ship       0.48      0.16      0.24       367
                    __label__ShoppingMall       0.64      0.46      0.53        61
                          __label__Single       0.58      0.45      0.51       992
                      __label__Skyscraper       0.84      0.53      0.65       144
                      __label__SoccerClub       0.89      0.85      0.87     19869
                    __label__SoccerPlayer       0.50      0.40      0.44      4564
                   __label__SocietalEvent       0.75      0.55      0.63       192
                        __label__Software       0.71      0.62      0.66      1862
                            __label__Song       0.38      0.14      0.21        78
                         __label__Species       0.95      0.98      0.96    211355
                     __label__SpeedSkater       0.44      0.37      0.40       758
                           __label__Sport       0.82      0.84      0.83      6798
                   __label__SportFacility       0.00      0.00      0.00        39
                      __label__SportsClub       0.50      0.11      0.17        19
                     __label__SportsEvent       0.75      0.90      0.82      1417
                    __label__SportsLeague       0.88      0.91      0.90      1474
                   __label__SportsManager       0.00      0.00      0.00         8
                      __label__SportsTeam       0.67      0.24      0.36        33
                        __label__Standard       0.74      0.43      0.54       119
                            __label__Star       0.42      0.08      0.14        96
                           __label__State       0.97      0.93      0.95      2855
                __label__StatedResolution       0.83      0.83      0.83       275
                         __label__Station       1.00      0.22      0.36        18
                      __label__StormSurge       0.67      0.71      0.69       181
                          __label__Street       0.31      0.57      0.40      2412
                 __label__SubMunicipality       0.72      0.16      0.27      3459
                         __label__Swimmer       0.31      0.13      0.18       154
               __label__TableTennisPlayer       0.31      0.13      0.18        31
               __label__TelevisionEpisode       0.71      0.27      0.39        56
                  __label__TelevisionShow       0.82      0.72      0.76      5362
               __label__TelevisionStation       0.90      0.80      0.85      1959
                    __label__TennisPlayer       0.73      0.72      0.72      2168
                __label__TennisTournament       0.97      0.90      0.94      1593
                         __label__Theatre       0.82      0.63      0.72       191
                           __label__Tower       0.89      0.53      0.67        73
                       __label__TrackList       0.00      0.00      0.00         2
                      __label__TradeUnion       0.79      0.46      0.58       186
                           __label__Train       0.64      0.50      0.56       470
                   __label__TrainCarriage       1.00      0.12      0.22         8
                     __label__TramStation       0.00      0.00      0.00         6
                          __label__Treaty       0.86      0.78      0.82       296
                          __label__Tunnel       0.00      0.00      0.00        17
              __label__UndergroundJournal       0.00      0.00      0.00         4
                      __label__University       0.94      0.92      0.93      5972
                           __label__Vicar       0.86      0.30      0.44        20
                       __label__VideoGame       0.72      0.58      0.64       726
                      __label__WaterTower       0.91      0.64      0.75        33
                       __label__Watermill       0.29      0.07      0.12        54
                  __label__WaterwayTunnel       0.00      0.00      0.00         7
                         __label__Website       0.85      0.71      0.77       909
                       __label__WindMotor       0.62      0.29      0.39        35
                        __label__Windmill       0.45      0.37      0.41       430
               __label__WinterSportPlayer       0.00      0.00      0.00        13
               __label__WorldHeritageSite       0.68      0.44      0.54      1978
                        __label__Wrestler       0.54      0.31      0.39       617
                          __label__Writer       0.64      0.60      0.62      6592
                     __label__WrittenWork       0.81      0.76      0.79        46
                             __label__Zoo       0.56      0.56      0.56       132

                              avg / total       0.85      0.85      0.85   1028607

