Macro:  (0.82926947372323445, 0.74506642679362389, 0.77789150970616505, None)
              __label__Magazine       0.92      0.92      0.92      2543
                __label__Mammal       0.81      0.79      0.80      2272
  __label__MeanOfTransportation       0.93      0.91      0.92      1982
      __label__MilitaryConflict       0.95      0.93      0.94      9447
        __label__MilitaryPerson       0.79      0.73      0.76      2741
               __label__Mineral       0.93      0.94      0.93       843
                 __label__Model       0.58      0.40      0.47       168
              __label__Mollusca       0.89      0.84      0.86       323
                  __label__Moss       0.88      0.83      0.86       103
       __label__MotorsportRacer       0.84      0.78      0.81       781
              __label__Mountain       0.78      0.69      0.73       850
          __label__Municipality       0.86      0.90      0.88     34647
                __label__Muscle       0.67      0.65      0.66        46
                __label__Museum       0.93      0.91      0.92      1265
         __label__MusicFestival       0.93      0.87      0.90       423
            __label__MusicGenre       0.97      0.97      0.97      3897
         __label__MusicalArtist       0.81      0.84      0.83     24099
           __label__MusicalWork       0.73      0.40      0.52        20
             __label__Newspaper       0.95      0.94      0.95      2047
                 __label__Noble       0.92      0.93      0.92     11239
         __label__OlympicResult       0.98      0.97      0.98       872
              __label__Olympics       0.97      0.94      0.95      2343
          __label__Organisation       0.88      0.90      0.89     13372
              __label__Painting       0.57      0.34      0.42       154
                  __label__Park       0.80      0.72      0.76       436
                __label__Person       0.76      0.76      0.76     14743
                 __label__Plant       0.78      0.74      0.76       720
                  __label__Play       0.78      0.73      0.76       843
        __label__PoliticalParty       0.95      0.92      0.93      5112
                  __label__Port       0.88      0.77      0.82        91
             __label__President       0.82      0.84      0.83     15014
   __label__ProgrammingLanguage       0.83      0.69      0.75       199
               __label__Protein       0.73      0.75      0.74       469
          __label__RadioStation       0.93      0.87      0.90       840
               __label__Referee       0.60      0.14      0.23        21
             __label__Religious       0.91      0.88      0.90      2009
     __label__ReligiousBuilding       0.74      0.61      0.67       316
               __label__Reptile       0.82      0.82      0.82      1274
                 __label__River       1.00      0.78      0.88        18
                  __label__Road       0.66      0.66      0.66       291
 __label__RouteOfTransportation       0.83      0.80      0.81      1730
           __label__RugbyPlayer       0.00      0.00      0.00         2
                 __label__Saint       0.74      0.69      0.71      1577
                __label__School       0.85      0.79      0.82       272
             __label__Scientist       0.83      0.80      0.81      4418
                  __label__Ship       0.64      0.54      0.59       285
          __label__ShoppingMall       0.68      0.47      0.55        49
                __label__Single       0.75      0.71      0.73      2032
            __label__SoccerClub       0.92      0.91      0.91     13363
          __label__SoccerPlayer       0.86      0.65      0.74       924
      __label__SoccerTournament       0.91      0.92      0.92      2589
              __label__Software       0.84      0.75      0.80      1077
                  __label__Song       0.60      0.45      0.52       400
               __label__Species       0.95      0.93      0.94      1637
                 __label__Sport       0.99      0.99      0.99      5086
               __label__Stadium       0.89      0.86      0.87      2013
               __label__Station       0.83      0.73      0.78      2081
               __label__Swimmer       0.38      0.14      0.21        42
     __label__TelevisionEpisode       0.82      0.79      0.81       598
        __label__TelevisionShow       0.80      0.81      0.81      5875
     __label__TelevisionStation       0.93      0.92      0.93      3825
          __label__TennisPlayer       0.89      0.88      0.89      2200
               __label__Theatre       0.91      0.87      0.89       626
                 __label__Train       0.62      0.42      0.50        66
            __label__University       0.97      0.94      0.95      7863
                  __label__Vein       0.77      0.73      0.75        37
             __label__VideoGame       0.77      0.76      0.77      1080
      __label__VolleyballPlayer       0.50      0.25      0.33        12
                __label__Weapon       0.74      0.57      0.64       484
               __label__Website       0.96      0.95      0.95      1721
     __label__WorldHeritageSite       0.86      0.82      0.84      2860
              __label__Wrestler       0.80      0.79      0.79      2054
                __label__Writer       0.86      0.85      0.85      7734

                    avg / total       0.89      0.89      0.89    525363

